updated date,expiration date,ticker,Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,Open Interest,Vol/OI,Type,Last Trade,Avg IV
20230815,20230818,enph,131.00,0.55,0.49,57.20%,-0.13138,2.97E-02,-0.25272,2.68E-02,-1.42E-03,310,120,2.58,Put,08/14/23,53.71%
20230815,20230818,enph,132.00,0.65,0.65,57.35%,-0.16586,3.46E-02,-0.29596,3.13E-02,-1.78E-03,501,487,1.03,Put,08/14/23,53.71%
20230815,20230818,enph,133.00,0.89,0.89,58.50%,-0.20888,3.91E-02,-0.34795,3.61E-02,-2.24E-03,464,203,2.29,Put,08/14/23,53.71%
20230815,20230818,enph,134.00,1.03,1.03,55.82%,-0.2424,4.46E-02,-0.36074,3.93E-02,-2.58E-03,569,287,1.98,Put,08/14/23,53.71%
20230815,20230818,enph,135.00,1.27,1.27,54.82%,-0.2875,4.95E-02,-0.38591,4.28E-02,-3.05E-03,727,1742,0.42,Put,08/14/23,53.71%
20230815,20230818,enph,136.00,1.59,1.59,54.58%,-0.33955,5.35E-02,-0.41214,4.60E-02,-3.58E-03,648,487,1.33,Put,08/14/23,53.71%
20230815,20230818,enph,137.00,1.97,1.97,54.46%,-0.39515,5.64E-02,-0.43172,4.84E-02,-4.14E-03,551,220,2.5,Put,08/14/23,53.71%
20230815,20230818,enph,138.00,2.4,2.4,54.19%,-0.45276,5.83E-02,-0.44113,4.98E-02,-4.70E-03,237,160,1.48,Put,08/14/23,53.71%
20230815,20230818,enph,139.00,2.89,2.89,53.96%,-0.5115,5.89E-02,-0.44119,5.01E-02,-5.27E-03,74,215,0.34,Put,08/14/23,53.71%
20230815,20230818,enph,140.00,3.5,3.5,54.98%,-0.56813,5.87E-02,-0.44222,4.94E-02,-5.76E-03,153,2979,0.05,Put,08/14/23,53.71%
20230815,20230818,enph,141.00,4.51,4.07,54.14%,-0.62572,5.59E-02,-0.4184,4.76E-02,-6.25E-03,21,170,0.12,Put,08/14/23,53.71%
20230815,20230818,enph,142.00,5.5,4.73,53.69%,-0.68059,5.31E-02,-0.38967,4.49E-02,-6.71E-03,28,64,0.44,Put,08/14/23,53.71%
20230815,20230818,enph,143.00,6.2,5.48,54.36%,-0.72778,4.88E-02,-0.36521,4.17E-02,-7.04E-03,5,97,0.05,Put,08/14/23,53.71%
20230815,20230818,enph,144.00,6.61,6.2,53.27%,-0.77791,4.47E-02,-0.31893,3.74E-02,-7.25E-03,14,104,0.13,Put,08/14/23,53.71%
20230815,20230818,enph,145.00,7.15,7.15,57.32%,-0.79995,3.91E-02,-0.32267,3.52E-02,-7.38E-03,85,1758,0.05,Put,08/14/23,53.71%
20230815,20230818,enph,146.00,8.75,7.93,55.49%,-0.84362,3.46E-02,-0.26485,3.01E-02,-7.48E-03,2,79,0.03,Put,08/14/23,53.71%
20230815,20230818,enph,147.00,9.65,8.8,55.68%,-0.87351,3.00E-02,-0.22833,2.60E-02,-7.47E-03,2,18,0.11,Put,08/14/23,53.71%
20230815,20230818,enph,148.00,10.1,9.7,55.85%,-0.89924,2.55E-02,-0.19296,2.21E-02,-7.25E-03,6,20,0.3,Put,08/14/23,53.71%
20230825,20230825,enph,70.00,0,52.58,540.04%,0.98343,1.20E-03,-0.72858,2.62E-03,1.83E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,75.00,0,47.4,388.92%,0.99418,6.70E-04,-0.21864,1.05E-03,2.00E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,80.00,0,42.48,386.85%,0.98659,1.40E-03,-0.44051,2.19E-03,2.11E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,85.00,0,37.48,337.42%,0.98482,1.78E-03,-0.42873,2.43E-03,2.24E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,90.00,0,32.5,298.99%,0.98004,2.54E-03,-0.47907,3.07E-03,2.36E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,95.00,0,27.43,226.47%,0.98642,2.41E-03,-0.26764,2.21E-03,2.52E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,100.00,38,22.5,208.42%,0.9724,4.79E-03,-0.44095,4.04E-03,2.61E-03,0,11,0,Call,08/09/23,57.48%
20230825,20230825,enph,102.00,30.5,20.38,143.68%,0.99333,2.04E-03,-0.10141,1.19E-03,2.73E-03,0,1,0,Call,08/14/23,57.48%
20230825,20230825,enph,103.00,30.7,19.48,176.40%,0.97286,5.58E-03,-0.37077,3.98E-03,2.69E-03,0,4,0,Call,08/14/23,57.48%
20230825,20230825,enph,104.00,0,18.4,144.17%,0.98635,3.81E-03,-0.17735,2.22E-03,2.76E-03,0,0,0,Call,,57.48%
20230825,20230825,enph,105.00,24.1,17.95,225.31%,0.91394,1.10E-02,-1.15518,9.99E-03,2.53E-03,0,4,0,Call,08/22/23,57.48%
20230825,20230825,enph,106.00,24.35,16.48,151.26%,0.96892,7.28E-03,-0.35684,4.46E-03,2.76E-03,0,7,0,Call,08/18/23,57.48%
20230825,20230825,enph,107.00,22.55,15.43,130.39%,0.97796,6.34E-03,-0.2364,3.34E-03,2.81E-03,0,24,0,Call,08/18/23,57.48%
20230825,20230825,enph,108.00,23.1,14.95,193.47%,0.90182,1.41E-02,-1.09452,1.10E-02,2.58E-03,0,28,0,Call,08/21/23,57.48%
20230825,20230825,enph,109.00,21.2,13.45,121.06%,0.9692,9.03E-03,-0.28695,4.42E-03,2.84E-03,0,109,0,Call,08/21/23,57.48%
20230825,20230825,enph,110.00,12.9,12.7,148.62%,0.92181,1.55E-02,-0.71508,9.29E-03,2.70E-03,7,15,0.47,Call,08/24/23,57.48%
20230825,20230825,enph,111.00,11.4,11.4,92.40%,0.97995,8.25E-03,-0.1605,3.09E-03,2.93E-03,24,21,1.14,Call,08/24/23,57.48%
20230825,20230825,enph,112.00,11.6,10.48,101.41%,0.9559,1.45E-02,-0.32064,5.93E-03,2.88E-03,3,8,0.38,Call,08/24/23,57.48%
20230825,20230825,enph,113.00,10.15,9.42,83.89%,0.96762,1.36E-02,-0.21209,4.61E-03,2.94E-03,13,15,0.87,Call,08/24/23,57.48%
20230825,20230825,enph,114.00,9.15,8.75,113.72%,0.89008,2.60E-02,-0.70397,1.20E-02,2.70E-03,17,6,2.83,Call,08/24/23,57.48%
20230825,20230825,enph,115.00,8.2,7.38,55.15%,0.9853,1.06E-02,-0.08277,2.37E-03,3.06E-03,14,4,3.5,Call,08/24/23,57.48%
20230825,20230825,enph,116.00,9.3,6.47,67.71%,0.93752,2.86E-02,-0.28437,7.82E-03,2.92E-03,11,8,1.38,Call,08/24/23,57.48%
20230825,20230825,enph,117.00,5.75,5.75,82.56%,0.85662,4.31E-02,-0.61682,1.44E-02,2.67E-03,11,15,0.73,Call,08/24/23,57.48%
20230825,20230825,enph,118.00,5.2,4.7,68.45%,0.85023,5.35E-02,-0.52879,1.48E-02,2.68E-03,25,8,3.13,Call,08/24/23,57.48%
20230825,20230825,enph,119.00,4.25,3.7,57.57%,0.82773,6.97E-02,-0.48814,1.62E-02,2.63E-03,13,106,0.12,Call,08/24/23,57.48%
20230825,20230825,enph,120.00,3.45,2.91,57.08%,0.74887,8.78E-02,-0.59937,2.03E-02,2.40E-03,62,39,1.59,Call,08/24/23,57.48%
20230825,20230825,enph,121.00,2.52,2.2,56.06%,0.65455,1.03E-01,-0.67791,2.34E-02,2.10E-03,67,5,13.4,Call,08/24/23,57.48%
20230825,20230825,enph,122.00,1.7,1.64,57.23%,0.54511,1.09E-01,-0.74117,2.52E-02,1.76E-03,406,18,22.56,Call,08/24/23,57.48%
20230825,20230825,enph,123.00,1.18,1.11,55.37%,0.43344,1.12E-01,-0.71011,2.50E-02,1.40E-03,1054,8,131.75,Call,08/24/23,57.48%
20230825,20230825,enph,124.00,0.78,0.78,57.04%,0.33174,1.00E-01,-0.67343,2.31E-02,1.08E-03,721,28,25.75,Call,08/24/23,57.48%
20230825,20230825,enph,125.00,0.52,0.52,57.78%,0.24299,8.52E-02,-0.58748,1.99E-02,7.90E-04,1107,52,21.29,Call,08/24/23,57.48%
20230825,20230825,enph,126.00,0.35,0.32,57.19%,0.16544,6.84E-02,-0.46159,1.58E-02,5.40E-04,1225,66,18.56,Call,08/24/23,57.48%
20230825,20230825,enph,127.00,0.27,0.2,58.35%,0.11252,5.15E-02,-0.36163,1.22E-02,3.70E-04,851,40,21.28,Call,08/24/23,57.48%
20230825,20230825,enph,128.00,0.14,0.14,61.16%,0.08035,3.84E-02,-0.29568,9.48E-03,2.60E-04,807,133,6.07,Call,08/24/23,57.48%
20230825,20230825,enph,129.00,0.08,0.08,61.19%,0.04981,2.64E-02,-0.20381,6.54E-03,1.60E-04,458,274,1.67,Call,08/24/23,57.48%
20230825,20230825,enph,130.00,0.06,0.06,64.65%,0.037,1.97E-02,-0.16932,5.14E-03,1.20E-04,1480,512,2.89,Call,08/24/23,57.48%
20230825,20230825,enph,131.00,0.05,0.05,69.06%,0.02979,1.54E-02,-0.1512,4.30E-03,1.00E-04,468,816,0.57,Call,08/24/23,57.48%
20230825,20230825,enph,132.00,0.04,0.04,72.72%,0.02338,1.20E-02,-0.13001,3.51E-03,8.00E-05,906,1055,0.86,Call,08/24/23,57.48%
20230825,20230825,enph,133.00,0.03,0.03,75.44%,0.01753,9.02E-03,-0.10561,2.75E-03,6.00E-05,436,599,0.73,Call,08/24/23,57.48%
20230825,20230825,enph,134.00,0.03,0.03,81.16%,0.01643,7.93E-03,-0.1075,2.60E-03,5.00E-05,683,766,0.89,Call,08/24/23,57.48%
20230825,20230825,enph,135.00,0.02,0.02,82.19%,0.01129,5.66E-03,-0.07873,1.88E-03,4.00E-05,621,1717,0.36,Call,08/24/23,57.48%
20230825,20230825,enph,136.00,0.03,0.03,92.33%,0.01466,6.32E-03,-0.11087,2.36E-03,5.00E-05,317,835,0.38,Call,08/24/23,57.48%
20230825,20230825,enph,137.00,0.02,0.02,92.73%,0.01014,4.57E-03,-0.08086,1.72E-03,3.00E-05,106,667,0.16,Call,08/24/23,57.48%
20230825,20230825,enph,138.00,0.02,0.02,97.89%,0.00966,4.15E-03,-0.08183,1.64E-03,3.00E-05,96,679,0.14,Call,08/24/23,57.48%
20230825,20230825,enph,139.00,0.02,0.02,102.97%,0.00923,3.79E-03,-0.08274,1.58E-03,3.00E-05,914,993,0.92,Call,08/24/23,57.48%
20230825,20230825,enph,140.00,0.01,0.01,99.75%,0.00505,2.30E-03,-0.04706,9.30E-04,2.00E-05,103,1751,0.06,Call,08/24/23,57.48%
20230825,20230825,enph,141.00,0.01,0.01,104.40%,0.00485,2.12E-03,-0.04748,9.00E-04,2.00E-05,36,431,0.08,Call,08/24/23,57.48%
20230825,20230825,enph,142.00,0.01,0.01,108.99%,0.00467,1.96E-03,-0.04788,8.60E-04,2.00E-05,9,468,0.02,Call,08/24/23,57.48%
20230825,20230825,enph,143.00,0.01,0.01,113.54%,0.0045,1.82E-03,-0.04826,8.40E-04,2.00E-05,25,308,0.08,Call,08/24/23,57.48%
20230825,20230825,enph,144.00,0.01,0.01,118.02%,0.00434,1.70E-03,-0.04862,8.10E-04,1.00E-05,2,524,0,Call,08/24/23,57.48%
20230825,20230825,enph,145.00,0.01,0.01,122.46%,0.0042,1.59E-03,-0.04897,7.90E-04,1.00E-05,10,1001,0.01,Call,08/24/23,57.48%
20230825,20230825,enph,146.00,0.01,0.01,126.86%,0.00407,1.49E-03,-0.0493,7.70E-04,1.00E-05,10,343,0.03,Call,08/24/23,57.48%
20230825,20230825,enph,147.00,0.01,0.01,131.20%,0.00395,1.40E-03,-0.04962,7.40E-04,1.00E-05,8,369,0.02,Call,08/24/23,57.48%
20230825,20230825,enph,148.00,0.01,0.01,135.50%,0.00383,1.32E-03,-0.04993,7.30E-04,1.00E-05,28,478,0.06,Call,08/24/23,57.48%
20230825,20230825,enph,149.00,0.01,0.01,139.75%,0.00373,1.25E-03,-0.05022,7.10E-04,1.00E-05,1,130,0.01,Call,08/24/23,57.48%
20230825,20230825,enph,150.00,0.01,0.01,143.96%,0.00363,1.19E-03,-0.05051,6.90E-04,1.00E-05,4,836,0,Call,08/24/23,57.48%
20230825,20230825,enph,152.50,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,177,0,Call,08/22/23,57.48%
20230825,20230825,enph,155.00,0.01,0.01,164.41%,0.00322,9.30E-04,-0.0518,6.20E-04,1.00E-05,2,888,0,Call,08/24/23,57.48%
20230825,20230825,enph,157.50,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,89,0,Call,08/22/23,57.48%
20230825,20230825,enph,160.00,0.01,0.01,183.94%,0.00291,7.60E-04,-0.05291,5.70E-04,1.00E-05,2,564,0,Call,08/24/23,57.48%
20230825,20230825,enph,162.50,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,24,0,Call,08/22/23,57.48%
20230825,20230825,enph,165.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,90,0,Call,08/22/23,57.48%
20230825,20230825,enph,167.50,0.17,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,41,0,Call,08/10/23,57.48%
20230825,20230825,enph,170.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,232,0,Call,08/21/23,57.48%
20230825,20230825,enph,172.50,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,16,0,Call,08/18/23,57.48%
20230825,20230825,enph,175.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,380,0,Call,08/21/23,57.48%
20230825,20230825,enph,180.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,152,0,Call,08/22/23,57.48%
20230825,20230825,enph,185.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,111,0,Call,08/18/23,57.48%
20230825,20230825,enph,190.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,257,0,Call,08/21/23,57.48%
20230825,20230825,enph,195.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,208,0,Call,08/16/23,57.48%
20230825,20230825,enph,200.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,297,0,Call,08/22/23,57.48%
20230825,20230825,enph,205.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,172,0,Call,08/09/23,57.48%
20230825,20230825,enph,210.00,0.03,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,229,0,Call,08/08/23,57.48%
20230825,20230825,enph,215.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,70,0,Call,08/14/23,57.48%
20230825,20230825,enph,220.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,85,0,Call,08/08/23,57.48%
20230825,20230825,enph,225.00,0.02,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,40,0,Call,08/07/23,57.48%
20230825,20230825,enph,230.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,38,0,Call,08/18/23,57.48%
20230825,20230825,enph,235.00,0.05,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,5,0,Call,08/01/23,57.48%
20230825,20230825,enph,240.00,0.07,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,164,0,Call,07/28/23,57.48%
20230825,20230825,enph,245.00,0.01,0.01,429.74%,0.00137,1.60E-04,-0.06217,2.90E-04,0.00E+00,1,139,0.01,Call,08/24/23,57.48%
20230825,20230825,enph,250.00,0.04,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,134,0,Call,07/31/23,57.48%
20230825,20230825,enph,255.00,0.02,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,6,0,Call,07/31/23,57.48%
20230825,20230825,enph,70.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,1,0,Put,08/11/23,57.48%
20230825,20230825,enph,75.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,57.48%
20230825,20230825,enph,80.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,57.48%
20230825,20230825,enph,85.00,0.02,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,24,0,Put,08/07/23,57.48%
20230825,20230825,enph,90.00,0.05,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,50,0,Put,08/08/23,57.48%
20230825,20230825,enph,95.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,87,0,Put,08/22/23,57.48%
20230825,20230825,enph,100.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,79,0,Put,08/22/23,57.48%
20230825,20230825,enph,102.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,57.48%
20230825,20230825,enph,103.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,92,0,Put,08/22/23,57.48%
20230825,20230825,enph,104.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,116,0,Put,08/22/23,57.48%
20230825,20230825,enph,105.00,0.02,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,130,0,Put,08/21/23,57.48%
20230825,20230825,enph,106.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,34,0,Put,08/21/23,57.48%
20230825,20230825,enph,107.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,11,0,Put,08/22/23,57.48%
20230825,20230825,enph,108.00,0.05,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,4,0,Put,08/18/23,57.48%
20230825,20230825,enph,109.00,0.01,0.01,88.27%,-0.0055,2.80E-03,-0.04476,1.00E-03,-2.00E-05,11,67,0.16,Put,08/24/23,57.48%
20230825,20230825,enph,110.00,0.02,0.02,89.25%,-0.01022,4.78E-03,-0.07802,1.73E-03,-3.00E-05,20,910,0.02,Put,08/24/23,57.48%
20230825,20230825,enph,111.00,0.02,0.02,82.57%,-0.01097,5.50E-03,-0.07678,1.84E-03,-4.00E-05,5,10,0.5,Put,08/24/23,57.48%
20230825,20230825,enph,112.00,0.04,0.04,83.85%,-0.02011,9.12E-03,-0.13123,3.09E-03,-6.00E-05,15,12,1.25,Put,08/24/23,57.48%
20230825,20230825,enph,113.00,0.04,0.04,76.62%,-0.02181,1.07E-02,-0.1284,3.31E-03,-7.00E-05,37,40,0.93,Put,08/24/23,57.48%
20230825,20230825,enph,114.00,0.06,0.06,74.30%,-0.03204,1.52E-02,-0.17164,4.57E-03,-1.00E-04,20,126,0.16,Put,08/24/23,57.48%
20230825,20230825,enph,115.00,0.07,0.07,68.56%,-0.03935,1.95E-02,-0.18738,5.41E-03,-1.20E-04,368,2728,0.13,Put,08/24/23,57.48%
20230825,20230825,enph,116.00,0.09,0.09,63.82%,-0.05206,2.63E-02,-0.21837,6.77E-03,-1.60E-04,209,251,0.83,Put,08/24/23,57.48%
20230825,20230825,enph,117.00,0.17,0.17,64.58%,-0.08839,3.90E-02,-0.33226,1.02E-02,-2.80E-04,79,300,0.26,Put,08/24/23,57.48%
20230825,20230825,enph,118.00,0.24,0.24,61.04%,-0.12325,5.25E-02,-0.39921,1.30E-02,-3.80E-04,296,725,0.41,Put,08/24/23,57.48%
20230825,20230825,enph,119.00,0.37,0.37,59.21%,-0.17893,6.95E-02,-0.49621,1.66E-02,-5.50E-04,698,1022,0.68,Put,08/24/23,57.48%
20230825,20230825,enph,120.00,0.6,0.6,59.37%,-0.25927,8.59E-02,-0.61593,2.06E-02,-7.90E-04,1253,2061,0.61,Put,08/24/23,57.48%
20230825,20230825,enph,121.00,0.81,0.88,57.84%,-0.34988,1.01E-01,-0.68516,2.35E-02,-1.06E-03,377,509,0.74,Put,08/24/23,57.48%
20230825,20230825,enph,122.00,1.31,1.31,58.49%,-0.45592,1.07E-01,-0.74053,2.52E-02,-1.36E-03,1082,419,2.58,Put,08/24/23,57.48%
20230825,20230825,enph,123.00,1.84,1.84,58.83%,-0.56241,1.06E-01,-0.73862,2.51E-02,-1.65E-03,1390,737,1.89,Put,08/24/23,57.48%
20230825,20230825,enph,124.00,2.2,2.46,58.38%,-0.66488,9.83E-02,-0.67568,2.32E-02,-1.91E-03,506,372,1.36,Put,08/24/23,57.48%
20230825,20230825,enph,125.00,2.92,3.12,55.26%,-0.76797,8.71E-02,-0.53234,1.94E-02,-2.11E-03,1272,711,1.79,Put,08/24/23,57.48%
20230825,20230825,enph,126.00,3.65,3.98,58.13%,-0.8313,6.90E-02,-0.46005,1.60E-02,-2.20E-03,813,403,2.02,Put,08/24/23,57.48%
20230825,20230825,enph,127.00,4.3,4.85,58.70%,-0.8871,5.16E-02,-0.3505,1.22E-02,-2.19E-03,652,575,1.13,Put,08/24/23,57.48%
20230825,20230825,enph,128.00,5.45,6,79.09%,-0.8598,4.45E-02,-0.55581,1.42E-02,-2.28E-03,491,793,0.62,Put,08/24/23,57.48%
20230825,20230825,enph,129.00,6.89,6.89,79.31%,-0.89733,3.56E-02,-0.44507,1.14E-02,-2.27E-03,244,589,0.41,Put,08/24/23,57.48%
20230825,20230825,enph,130.00,7.75,7.75,71.74%,-0.9471,2.39E-02,-0.23794,6.84E-03,-2.06E-03,428,1174,0.36,Put,08/24/23,57.48%
20230825,20230825,enph,131.00,8.29,8.8,85.74%,-0.93523,2.34E-02,-0.33733,8.03E-03,-2.22E-03,122,374,0.33,Put,08/24/23,57.48%
20230825,20230825,enph,132.00,9.19,9.72,81.27%,-0.96305,1.58E-02,-0.20033,5.13E-03,-2.03E-03,43,303,0.14,Put,08/24/23,57.48%
20230825,20230825,enph,133.00,10.2,10.73,87.78%,-0.96543,1.39E-02,-0.20517,4.85E-03,-2.03E-03,29,258,0.11,Put,08/24/23,57.48%
20230825,20230825,enph,134.00,11.33,11.95,124.94%,-0.91476,1.97E-02,-0.6152,9.91E-03,-2.40E-03,15,185,0.08,Put,08/24/23,57.48%
20230825,20230825,enph,135.00,12.37,12.73,100.45%,-0.96928,1.10E-02,-0.21339,4.40E-03,-2.01E-03,147,487,0.3,Put,08/24/23,57.48%
20230825,20230825,enph,136.00,13.2,13.73,106.61%,-0.97082,9.93E-03,-0.21722,4.22E-03,-2.02E-03,29,373,0.08,Put,08/24/23,57.48%
20230825,20230825,enph,137.00,14.55,14.85,134.82%,-0.9433,1.34E-02,-0.48246,7.24E-03,-2.34E-03,41,128,0.32,Put,08/24/23,57.48%
20230825,20230825,enph,138.00,15.21,15.85,141.57%,-0.94557,1.23E-02,-0.4907,7.01E-03,-2.36E-03,11,124,0.09,Put,08/24/23,57.48%
20230825,20230825,enph,139.00,16.6,16.8,140.25%,-0.9572,1.03E-02,-0.39894,5.78E-03,-2.31E-03,4,158,0.03,Put,08/24/23,57.48%
20230825,20230825,enph,140.00,17.5,17.68,110.84%,-0.99071,3.64E-03,-0.08081,1.57E-03,-1.42E-03,51,586,0.09,Put,08/24/23,57.48%
20230825,20230825,enph,141.00,12.4,19.1,191.76%,-0.91552,1.44E-02,-0.94404,9.85E-03,-2.54E-03,1,81,0.01,Put,08/24/23,57.48%
20230825,20230825,enph,142.00,19.85,19.68,120.90%,-0.99139,3.12E-03,-0.0826,1.47E-03,-1.42E-03,86,54,1.59,Put,08/24/23,57.48%
20230825,20230825,enph,143.00,20.8,20.8,164.88%,-0.96266,7.82E-03,-0.42024,5.18E-03,-2.35E-03,130,52,2.5,Put,08/24/23,57.48%
20230825,20230825,enph,144.00,21.65,22.05,207.09%,-0.92813,1.04E-02,-0.90093,8.71E-03,-2.59E-03,2,6,0.33,Put,08/24/23,57.48%
20230825,20230825,enph,145.00,22.22,22.8,176.69%,-0.96478,7.96E-03,-0.42954,4.94E-03,-2.37E-03,70,34,2.06,Put,08/24/23,57.48%
20230825,20230825,enph,146.00,16.12,24,214.13%,-0.93757,9.05E-03,-0.83432,7.81E-03,-2.59E-03,0,1,0,Put,08/18/23,57.48%
20230825,20230825,enph,147.00,17.8,25.1,232.68%,-0.92776,9.32E-03,-1.01767,8.74E-03,-2.64E-03,0,1,0,Put,08/22/23,57.48%
20230825,20230825,enph,148.00,20.42,26.3,260.29%,-0.90999,9.83E-03,-1.34849,1.03E-02,-2.72E-03,0,0,0,Put,08/22/23,57.48%
20230825,20230825,enph,149.00,19.35,27.2,256.80%,-0.92094,9.04E-03,-1.20543,9.37E-03,-2.71E-03,0,1,0,Put,08/22/23,57.48%
20230825,20230825,enph,150.00,21.45,28.45,287.91%,-0.90112,9.52E-03,-1.60106,1.11E-02,-2.80E-03,0,22,0,Put,08/22/23,57.48%
20230825,20230825,enph,152.50,21.5,31,309.28%,-0.90166,8.83E-03,-1.71373,1.10E-02,-2.86E-03,0,0,0,Put,08/21/23,57.48%
20230825,20230825,enph,155.00,26.5,33.35,310.99%,-0.91682,7.76E-03,-1.52,9.73E-03,-2.85E-03,0,13,0,Put,08/22/23,57.48%
20230825,20230825,enph,157.50,19.4,35.85,326.49%,-0.91996,7.18E-03,-1.55021,9.45E-03,-2.89E-03,0,0,0,Put,08/14/23,57.48%
20230825,20230825,enph,160.00,27.07,38.25,330.27%,-0.93041,6.38E-03,-1.40791,8.50E-03,-2.89E-03,0,0,0,Put,08/16/23,57.48%
20230825,20230825,enph,162.50,28.55,40.65,331.99%,-0.94068,5.61E-03,-1.24829,7.50E-03,-2.89E-03,0,0,0,Put,08/14/23,57.48%
20230825,20230825,enph,165.00,35.6,43.25,358.68%,-0.93483,5.58E-03,-1.45348,8.08E-03,-2.97E-03,0,0,0,Put,08/22/23,57.48%
20230825,20230825,enph,167.50,0,45.95,395.79%,-0.92298,5.75E-03,-1.82705,9.18E-03,-3.09E-03,0,0,0,Put,,57.48%
20230825,20230825,enph,170.00,33.85,48.3,392.07%,-0.93497,5.10E-03,-1.58706,8.06E-03,-3.08E-03,0,2,0,Put,08/11/23,57.48%
20230825,20230825,enph,172.50,0,50.65,384.91%,-0.94729,4.40E-03,-1.31846,6.84E-03,-3.04E-03,0,0,0,Put,,57.48%
20230825,20230825,enph,175.00,40.26,53.25,411.57%,-0.94156,4.47E-03,-1.53181,7.42E-03,-3.13E-03,0,0,0,Put,08/08/23,57.48%
20230825,20230825,enph,180.00,45.9,57.7,302.17%,-0.99182,1.41E-03,-0.2058,1.41E-03,-2.03E-03,0,0,0,Put,08/11/23,57.48%
20230825,20230825,enph,185.00,48.9,63.15,444.85%,-0.95302,3.48E-03,-1.39016,6.24E-03,-3.23E-03,0,0,0,Put,08/15/23,57.48%
20230825,20230825,enph,190.00,50.2,68.45,510.27%,-0.93682,3.83E-03,-2.02254,7.88E-03,-3.41E-03,0,0,0,Put,08/02/23,57.48%
20230825,20230825,enph,195.00,20.35,72.7,355.91%,-0.99288,8.90E-04,-0.21465,1.25E-03,-2.09E-03,0,0,0,Put,07/19/23,57.48%
20230825,20230825,enph,200.00,0,78.25,526.07%,-0.95181,3.00E-03,-1.68001,6.37E-03,-3.48E-03,0,0,0,Put,,57.48%
20230825,20230825,enph,205.00,37.35,83.4,569.15%,-0.94504,3.08E-03,-2.02083,7.07E-03,-3.65E-03,0,0,0,Put,07/27/23,57.48%
20230825,20230825,enph,210.00,35.4,88.35,582.09%,-0.94909,2.83E-03,-1.94388,6.65E-03,-3.71E-03,0,0,0,Put,07/12/23,57.48%
20230825,20230825,enph,215.00,0,93.35,601.60%,-0.95037,2.69E-03,-1.96877,6.52E-03,-3.79E-03,0,0,0,Put,,57.48%
